content,score,label
sejauh ini sangat puas dan sangat membantu buat aku yg kalau butuh sesuatu tinggal order lewat aplikasi ini,5,positif
"update aplikasi seminggu sekali,setres, di update bukan y makin bagus,malah makin rusak,",1,negatif
sangat bagus dan menarik,5,positif
shopee paling bisa kerja sama pokonya mah harga selalu terbaik,5,positif
"aplikasi burukmain blokir spaylates, sampaaaah",1,negatif
"Makin lama makin ga beres nih aplikasi, mulai dari seller ga jelas, pemberian solusi yang bermasalah, ngurus shopeepay later juga ga bisa.",1,negatif
"block blast game yg bisa dapet reward koin shope,sebagian org tuh main itu ngarepin bisa dpt biar belanja bisa lebih murah jdi hemat,rela begadang main selama seminggu lamanya nyempetin waktu dan di malam terkahir dan berhasil tinggal satu level lgi sampe begadang tapi sistem nya SENGAJA bgt ya dibikin ga menang menang jujur kesel bgt sih,sekiranya mau dibikin susah biar GA MENANG knp ga dari awal sbelum sejauh itu 79 bukan sedikit sumpah GUE MENGORBANKAN WAKTU TIDUR CUMA BUAT HAL PENGECUT 💔",1,negatif
gaakan dapet hadiah yang ada digamenya itu,1,negatif
beli detergent & sabun mandi di anggap aktivitas mencurigakan 😅,3,netral
bagussss banget,5,positif
belanja di kirim paket kosong kembalikan dana saya yg sudah kalian tahan berhari-hari!,1,negatif
Saya sangat puas dengan pelayanannya👍🏻,5,positif
puas dengan pelayanannya kurirnya baik.,5,positif
sanggattt bagusss,5,positif
tolong dong akun saya ga bisa pake,5,positif
sangat mudah dan menbantu banget,5,positif
bagus dan menarik,5,positif
mantap,5,positif
baguss,5,positif
sumpah aku paling muak🤮 dan benci iklan shopee ini buka aplikasi apapun pasti iklan ini yg nongol duluan kaya kerasukan setan udah di unduh masih nongol terus saking MUAKKKK AKU UNISTAL AJA CUIIIIHHH....,1,negatif
ok,5,positif
sangat membantu,4,positif
"tolong dong fitur coba ai nya dimasukan lagi,, jadi kan bisa lihat dulu bagus atau tidaknya",5,positif
aplikasi yang sangat berguna saat laper atau pun ingin belanja,5,positif
bagus,5,positif
sangat puas,5,positif
"semuanya bagus ,",5,positif
ok,5,positif
Mantab lha pokok y shopie👍👍👍,5,positif
gila baru aja beberapa hari langganan shoppe VIP eh akun shopee gue malah kena blokir permanen ini gimana sih Shopee nya padahal baru langganan VIP 6 bulan loh baru aja beberapa hari nyesel banget sih langganan shoppe VIP nya belum lagi ngerasain voucher VIP nya malah di hapus permanen aneh,1,negatif
aplikasi nya bagusss bangettttttttttttt,5,positif
sangat membantu dl. belanja terima kasih shoope,5,positif
aplikasinya mantap,5,positif
"saya suka belanja di shoope,pokoknya mantap.",5,positif
shopee sangat bagus,5,positif
mntep,5,positif
"minn ,saya udh puluhan tahun bersama shopee,boleh gkk ,saya jadi bintang iklan Mimin selanjutnya 😁",5,positif
terpercaya,5,positif
bagus banget elegan,5,positif
bagus sekali toko ini belanja cukup puas,5,positif
nggak bisa bayar pake dana,3,netral
good shops,5,positif
mantap dan keren aplikasinya,5,positif
aplikasi yang sangat membantu dalam kebutuhan sehari-hari,5,positif
"disaat barang tidak sesuai deskripsi, kita kembalikan dan pengembalian dana sangat cepat di shoope pay",5,positif
mantap,5,positif
belanja di shopee barang sesuai dengan pesanan.. puas belanja di shopee,5,positif
siiip sesuai dengan apa yg di harapkan sedikit Masukan KLO ada penjual yg nakal lansung di blok saja,5,positif
di terima dngn kondisi baik,5,positif
verry helpfully,5,positif
baru pertama kali,3,netral
nice shoope,5,positif
bisa buat belanja,4,positif
menyenangkan belanja di shopee,5,positif
tolong lah notif sama iklan nya di perbaiki,1,negatif
puas,3,netral
"kak bisa ga sih iklannya gausah banyak² ya Allah capek aku 😭😭 baru buka Wattpad baru scroll baca belom ada sedetik tiba² masuk ke aplikasi shopee perasaan ga ada pencet apapun akhirnya aku harus baca sambil offline demi ngehindarin itu tp pas cari novel baru buat baca baru mau baca deskripsi masuk lagi ke aplikasinya aku udh sabar banget tp ini keseringan, bener² sedetik masuk nanti ganti bab masuk lagi selang 3mnt masuk lagi duhhhh. maaf banget nih buat kaka²nya 🙏🙏😭😭😭",2,negatif
"masalah ongkir ga masuk akal dgn bacaan jika merubah metode pembayaran ditambah 10rbu, padahal blum memilih metode pembayaran",1,negatif
Alhamdulillah sampai sekarang masih puas belanja dan return pesanan d shopee,5,positif
Alhamdulillah terimakasih,5,positif
mantap,5,positif
"apk besar bolak balek update ngebub mulu, nyari barang di pencarian gak ada yang ditampilkan aneh bener",3,netral
bagus banget pokoknya suka deh ama aplikasih satu ini luvv luvv dehh 😍😍❤️💓💓,5,positif
baik,5,positif
terlalu banyak fitur yg gak bisa pake?,1,negatif
bagus,4,positif
"shopeenya nge bug oy, pencarian produk muculnya satu toko doang, gimana ini...",1,negatif
abis gua update malah kaga ada barang pencarian gua nih gimane ini sebelum gua update malah enak gua nyari sperpat motor ada semua tolong di perbaiki,1,negatif
klo bikin aplikasi jangan copy paste...makanya jadi banyak error...wkwkwk...belajar lagi bikin aplikasi yang baik dan benar jangan modal copas link and page...wkwkwk,1,negatif
bug apa ini saya melakukan pencarian di kolom pencarian tidak bisa aplikasi macam apa ini bodoh sekali padahal saya sudah pakai aplikasi ini sangat lama!!! 👊🏼👊🏼👊🏼👊🏼✊🏻✊🏻✊🏻,1,negatif
"sistem pencarian nya tolol banget, kata kunci OD, id, dan mm (Mili meter) sensitif banget sampe diblokir begitu, gua kesusahan cari baut dan sparepart kendaraan!!!! kalo gk niat jadi aplikasi belanja mending lu gulung tikar aja! buang"" waktu, kuota dan memori hp user doang!.",1,negatif
"ini saya mau nyari produk kok ga ketemu² ya? saya nyari pake semua kata kunci di search bar tapi ga ketemu produknya,sebelumnya waktu barang saya sampai juga tidak bisa saya klik pesanan selesai or something (tombol buat end pesanannya gada) kenapa ya???",2,negatif
Lambat pengiriman dan juga banyak toko nya penipu jual barang nya,1,negatif
mantap,5,positif
"aneh ngetik jacket hybrid kagak ketemu, ngetik jaket bulang kagak ketemu ini maunya apa bjir",1,negatif
bagus,5,positif
perbaiki mesin pencarian mu susah mencari barang yang dibutuhkan karena bug pencarian sering kali produk tidak ada jadi males belanja di sini,1,negatif
sekarang fitur penilainya jelek gk yg kemarin ...,5,positif
"di aku ko gabisa ke lacak yah paketnya, kaya di situ² aja",2,negatif
search engine tidak berfungsi,1,negatif
idiot shopee menampilkan popup Tanpa izin,1,negatif
berlangganan dan terbantu,5,positif
Jadi mudah berbelanja gausah jauh jauh ke alfart,1,negatif
"Yang saya heran mengapa beda akun beda harga"" dengan toko yang sama cara pembelian yang sama, pengiriman yang sama, semua sama... tapi harga berbeda, ada apa dengan shopee..? mengapa pengguna akun lama lebih mahal jika membeli barang, di banding kan akun yang tidak terlalu lama.. ongkir barang semakin mahal aja""",2,negatif
pokoknya aplikasi terbaik,5,positif
sangat puas itu saja,5,positif
mantap,5,positif
aplikasi sngt berguna,5,positif
CS tidak berguna,1,negatif
"dulu2 aman2 aja tp kenapa sekarang spaylater saya di batasi,,pdhl pembayaran aman2 aja GK pernah telat sampe tanggal jatuh tempo",4,positif
sangat bagus,5,positif
mantap nais pokok nya shopiee,5,positif
ok,5,positif
jujur kerennn,5,positif
bagus AQ suka bintang 4 dulu yah,4,positif
sangat bagus,5,positif
shopee udh bagus tapi minus nya kalo sering di censel paket nya gak bisa c o d lagi,4,positif
sangat membantu dan puas bngt SM pelayanannya,5,positif
bagus banget sih,5,positif
mantap,5,positif
aplikasi belanja paling top,5,positif
"semakin banyak toko yg jual barang palsu, dan emang niat nipu. semoga segera di berantas",1,negatif
Trimakasih shopee smuanya sangat membantu dan rekomended sekali super keren super mantapppp...pokoknya sangat memuaskan menggunakan aplikasi shopee..👍🏻👍🏻👍🏻,5,positif
ini kenapa.. setiap buka WP malah muncul shopee..please lahh..diatur dulu agar tdak lgi muncul aplikasi shopeenya..masih asik baca mlah di suruh blnja!!!,4,positif
pengiriman instant berasa sameday,1,negatif
ini aplikasi ini sangat membantu untuk belanja yang harganya sangat murah,5,positif
"trimakasih shopee,semenjak ada shopee belanja gak ribet lagi,,,bs puas pilih 2barang yg Kita suka 🙏🙏",5,positif
"buka aplikasi lain masuk iklan shopee, gak punya adab",1,negatif
bagus,5,positif
"Pokoknya Shopee Indonesia terbaik, puas dan ada harga yang bikin kami puas",5,positif
"shopee semakin baik, adanya perbaikan bug dan pengiriman",5,positif
memuakkan sering minta update,3,netral
mantap,5,positif
aplikasi yang dapat memudahkan belanja,5,positif
udh lama pake apk ini.sih dlu bagus bgt ga ada kejadian aneh gitu. eh sekarang malah ada paket yg bukan punyaku mana gajelas bgt lagi parab ikan. pengen di pengembalian eh kurirnya ga mau. gimana lagi sih harus tetep di bayar soalnya kasian☺️ mks maaf terlalu kasar,2,negatif
bagus,5,positif
"hp reset, ga bisa login, chat cs, cs nya ai. ga ada solusi. rumit, kelamaan. pindah tokopedia aja",2,negatif
mantul,5,positif
"semakin buruk aja layanannya,apalagi cs nya robot terus yg jawab",1,negatif
ok,4,positif
mantap,5,positif
"gokil, walau banyak penipu",5,positif
bagus,5,positif
"sangat sangat membantu,,bahkan menjangkau yg belum terjangkau.. love you shopee😘😘",5,positif
sangat baik,5,positif
pelayanan:baik,5,positif
", tiap chat cs gk pernah ada solusi",1,negatif
bagus sangat membantu kami yang jauh dari perkotaan membeli barang,5,positif
terima kasih ya. semuanya jadi lebih mudah..,5,positif
bagus,5,positif
good,5,positif
"kurir membatalkan pesanan tanpa alasan jelas,dan tidak mengkonfirmasi ke pembeli",1,negatif
"apk nya gajelas, masa aku ubah nomor telepon, tapi masih pakai nomor yang lama. pas transfer bukanya masuk ke nomor baru, malah ke nomor yang lama 😠",1,negatif
shopee is the best..,5,positif
lama pengiriman nya,1,negatif
pokoknya praktis.. pas ada duit pas ada barang pasti pesan😁,5,positif
"Trima kasih Shopee Indonesia dengan saya Bergabung Shopee Bener"" Membantu saya karena keperluan apapun dengan mudah di dapat tdk usah Keluar Rumah pun semuanya Bisa",5,positif
mantaaaaab..!!!,5,positif
ok,5,positif
"Apakah hanya saya saja, ketika pesan shopeefood dan bayar lewat shopeepay pasti ada kurang 500 rupiah? Kenapa tidak dari awal saja disatukan dalam total pesan/belanja?",1,negatif
"harga display barang yang dilengkapi voucher tidak sesuai ketika ingin melanjutkan pembayaran, karena berubah jadi harga asli karena store tidak menerima voucher tersebut, tidak konsisten antara harga display yang dengan voucher dengan kebijakan store yang tidak menerima voucher tersebut sehingga muncul harga asli",1,negatif
𝑜𝑘,5,positif
bos perbaiki lah waktu buka shopee selalu muncul toko kanara tas menganggu kita kalau selalu muncul toko ini,5,positif
aman untuk belanja,5,positif
iklan pengganggu,1,negatif
"Enak selalu dikasih gratis ongkir , tapi bug nya ,,kalo lagi nyari barang suka macet",5,positif
Mantap,2,negatif
"kenapa Shopee saya hanya ada 2 opsi pengiriman ya?hanya ada reguler dan kargo,sebelum nya ada banyak opsi pengiriman",5,positif
buruk pelayanan,1,negatif
bagus banget shoppe ini membantu saya beli beli barang yg tidak ada di kampung saya,5,positif
"kenapa sekarang pengiriman barang lama sekali,sudah 15 hari barang masih di pulau Jawa.",2,negatif
aplikasi membantu,5,positif
sangat amanah barang nya bagus bagus dan sesuai dengan pesanan Shopi sangat amanah tidak pernah gagal dalam engiriman barang.toko nya amanah.barang nya sesuai dengan pesanan. sangat rekomen sekali pokonya sangat terbaik dari yang lain,5,positif
banyak vochernya belanja jadi murah,5,positif
sempat ragu sama shopee vip ternyata sangat sangat menguntungkan. dp bebas ongkir bahkan potongan voucher lbh banyak. adh ikut setahun bisa hemat sampek 9jtan. keren mah shopee,5,positif
pengiriman terlalu lama,3,netral
bagus membantu,5,positif
terus berkarya shopee ya,5,positif
ok,5,positif
Pertahankan agar potongannya selalu lebih rendah dari marketplace lain,5,positif
semoga bermanfaat buat sobat,5,positif
mntap dah pokokny,5,positif
kecewa sama aplikasi shopee saya pesen paket yang seharusnya sampe tanggal 12 sampe sekarang tanggal 17 belum juga sampe saya bener² kecewa karna lambat dalam pengiriman👎,1,negatif
puas dalam berbelanja melalui aplikasi ini.,5,positif
senang bekerja sama dengan shopy,5,positif
mantab,5,positif
beli lewat shope aneh2 kadang paket diretur ulang tanpa memberi tau seller,1,negatif
💩,1,negatif
"semua fitur bagus saya suka dengan aplikasi ini karena banyak voucher diskon dan promo. tapi saya kasih bintang 1 karena sering ngelag buka aplikasi ini, mau pake wifi atau kuota sama aja, padahal udah di update trus. oiya 1 lagi, selalu saja setiap pesan barang, baru juga pesan 5menit yang lalu, tidak bisa batalkan pesanan, kesannya kayak memaksa banget padahal ini shopee sering eror malah alamatnya salah. tolong dong ini diperhatikan, udah bagus yang lain tapi 2 hal ini meresahkan banget",1,negatif
bagus dan terbaik,5,positif
bagus,5,positif
"cepet, gratis ongkir",5,positif
mantap,5,positif
"Shopeefood terlalu banyak biaya² . percuma lo jual deals tp pas order totalny kaya harga normal. biaya layanan juga pengemasan juga, klo ongkir ga masalah deh.",1,negatif
puas blnja di sope,5,positif
terima kasih shopee,5,positif
"sangan membantu, terimakasih",5,positif
kode OTP tidak terkirim kirim padahal nomer ponsel sudah benar dan masih aktif,1,negatif
shopi mmbantu ku belanja hemat ramah di kantong💞,5,positif
sangat asyik belanja di shoopee.,5,positif
shopee sll memberikan pelayanan yg baik kpda customer,5,positif
sangat membantu banget untuk belanja toko jauh terasa di depan mata,5,positif
TOP dan sangat OK. mudah dan tidak ribet terima kasih shoppe... tambahin terus free ongkir dan discount nya,5,positif
pengiriman tepat dan harga lebih murah,5,positif
Klo ditipu penjual atau bsrang yg di kirim g sesuai mana bisa chat bisa sopan pake ada peringatan segala.,1,negatif
bagus,5,positif
sumpah ini applikasi berguna bangett,5,positif
keren bangat aplikasi nya,5,positif
mantappp,5,positif
sudah langganan saya belanja di shoppe. Alhamdulillah sampai sekarang tidak ada yg mengecewakan,5,positif
mantap k,5,positif
cepat pengiriman,5,positif
pengiriman terlalu lama dikemas,1,negatif
oke,5,positif
bagi temen2 atau keluarga yg ingin belanja online sebaiknya download aja aplikasi shoope.belanja di shopee murah meriah daripada aplikasi yg lain.semoga tambah sukses shopee !!!,5,positif
mantap,5,positif
good,5,positif
bagus apk chopy,5,positif
kalau ada paket saya yang tidak di ambiln itu bukan salah saya ya itu kurirnya ngga mau ngantar,5,positif
mau ngasih bintang 1 karna gk ad free dm epep,5,positif
shopee sekarang kebanyak nerima toko2 yg nipu tolong dari pihak shopee mhn diteliti dengan toko yg bergabung dishopee banayak oknum ga jelas tolong segera ditangani,1,negatif
pelayanan Shopee sangat buruk barang selalu tidak tepat waktu,1,negatif
😍,5,positif
Setiap order tidak pernah ada masalah dan barang sesuai orderan.,5,positif
pkokny sngat2 membantu mncari apapun,5,positif
saya kasih bintang 2 dulu. sangat menguranginya nya di bagin jasa kirim yang sering tidak tepat waktu maksimal estimasi yang diberikan,2,negatif
mantap,5,positif
Toko online sebelah kalah jauh..!!!,5,positif
belanja di shopee semua menjadi mudah.,5,positif
kalo bisa jangan di batasi buat beli barang...saya jadi susah..terimakasih,5,positif
suka sama shoppee discountnya nyata harga²nya murah apalagi kita member VIP dijamin tidak pernah balsis pembayaran pakai shoppee pay juga menguntungkan ok gaezz see you with shoppee,5,positif
seneng sekali belanja di shopee harga lebih murah cepat sampai barang sesuai lancar sebelum2 nya awal2 saya pakai shopee sering ketipu barang di order tidak sesuai setelah buat laporan ke CS online cepat responnya dan the best sukses selalu shopee,5,positif
"pengiriman nya lambat,beli paket awal mei sampe nya mau akhir bulan mei, mengecewakan, pengiriman nya lambat,jelek,ga recommend,jangan beli di siini pengiriman nya jelek",1,negatif
makin jelek aja astagaaaaa,1,negatif
aplikasi ini cocok untuk membeli barang yang di butuh kan.,5,positif
"bagus ,amanah",5,positif
Terbaik dan Amanah 👍 klo ada kurir yang bandel kasih bintang 1 aja 😃😃😃,5,positif
sangat puas blanja di shopee.,5,positif
"suka sih, tapi tolong kurangin hackernya, lagi enak enak internetan suka buka paksa aplikasi Shopee. lagi enak nonton reel tiba"" buka Shopee sndiri.",1,negatif
sedang bagus,5,positif
barang cepat sampai dan amanah,5,positif
"update lagi update lagi, emang nya update gak pakai data atau Wi-Fi 104MB pulak update nya, mana lemot buat android 9",1,negatif
sangat berguna,5,positif
sangat berguna,5,positif
sangat puas,5,positif
bagus,5,positif
sangat baik,5,positif
bagus,5,positif
"CS nya tidak ada yang bekerja dengan benar, saya memiliki 1 masalah dengan pengiriman dan sudah menghubungi total 6 CS dalam 3 hari, dan hasil akhirnya pun nihil! paket tetap stuck dan hanya menunggu waktu sampai tanggal otomatis pembatalan",3,netral
baikkk,5,positif
👍👍,5,positif
"shopee kalo pesan shofood nya slalu ga bener!kurang pesanan lah salah pesanan lah,tolong dilihat saja riwayat saya min.bantu up min!!harga ga worth it klo saya pesan sgtu ada yg kurang",1,negatif
makasih,5,positif
oke,5,positif
SEHARUSNYA ADA REWARD BUAT YG SUDAH NUNGGU LAMA PESANAN LALU SECARA SEPIHAK DIBATALKAN OLEH PENJUAL.... JUGA HARUS ADA PENALTY BUAT PENJUAL YG DENGAN SEENAKNYA MEMBATALKAN PESANAN YG DIBIARKAN LAMA.... BONUS SAMA WAKTU JADI TERBUANG TUH.... jika ada perubahan/perhatian diberi rating 5* lagi.,5,positif
"shopee sekarang makin murah ongkir,mantap",5,positif
IKLAN LO NGE NGANGGU BGT JYJYR GW TU UDAH PENCET SILANG SIALAN BGT MALAH MASUK KE APLIKASI SHOPEE 😭,1,negatif
tolong tiba2 muncul otp dan ada yg nelpon meresahkan sekali padahal ga banyak device kecurigaan penipuan modus otp,2,negatif
Semoga lebih banyak lagi diskon dan kupon,5,positif
"Shopeefood buruk sekali, lebih baik pakai Grabfood saja, krna shopee food sering double order, jadi pesanan bisa jangam harap bisa kirim langsung. Saya terima pesanan sudah dalam keadaan dingin. Buruuuuk sekali shope food, dan shope food banyak nolak orderan, kalau butuh duit jgn byk nolak ya abang abang..",1,negatif
"over all barang yg di pesan sesuai ekspektasi, dan mudah juga buat nentuin lokasi",5,positif
"paket ilang, ga sampe sampe, udah lapor berulang kali, jawaban cs template, ga ngaruh",1,negatif
senang belanja di shope,5,positif
pengiriman tepat waktu....terimakasih,5,positif
gacoorr,5,positif
shopee mengerti apa yang kami butuhkan dengan harga bersahabat... trimakasih semoga semakin jaya...,5,positif
"belanja di shopee memang bagus tapi kadang ongkirnya lumayan mahal, barang2 di shopee rata2 bagus2 dan bermutu",5,positif
barang bagus sangat puas terima kasih,5,positif
ok,3,netral
good,5,positif
baik,5,positif
kenapa lama banget engga bisa cod,1,negatif
kesel sama layanannya,1,negatif
bagus,3,netral
kalau update apk jangan sampai lebih dari 50 mb. habis memori hp dibuatnya kalau ada update setiap bulan,1,negatif
Membantu dalam mencari kebutuhan barang.,5,positif
bagus,5,positif
stopp ngeganggu cokkk gua baca wattpad gak tenang lu kalau ngiklan sekali dua kali oke ini malahbelasan kali,2,negatif
"bagus,mantap.😀",5,positif
mudah dan aman belanja di sini,5,positif
sangat membantu paylayer dan s pinjamnya terimakasih buat shoppe,5,positif
baguss dan membantu sih,5,positif
mantap pelayanan nya,5,positif
memang terbaik,5,positif
mantap belanja tanpa ribet,5,positif
ok apk paylater mantapp..,5,positif
Aplikasi sering ngelag tiap beberapa hari Update lagi,1,negatif
ahhhh selalu mengganggu iklan nya jujurrrr,3,netral
shopee memanjakan penjual ketimbang pembeli.jika melakukan pembatalan pesanan harus dengan persetujuan toko/penjual.,1,negatif
sejauh ini tidak mengecewakan..aku Bintang 5 dech .,5,positif
lumayan,5,positif
sejauh ini membantu mencari barang yg dibutuhkan.,5,positif
oke,5,positif
"setiap mengambil pesanan ,ditanggapi dengan ramah ,pengantaran juga termasuk cepat 👍",5,positif
praktis. instan membantu sekali dalam berbelanja.,5,positif
kurir nya gak amanah kurir nya iq rendah,1,negatif
tempat belanja yg mudah dan hemat,4,positif
👍🏻,5,positif
ok banget bossku,5,positif
dapat produk KW parah di shopee,1,negatif
"pelayanan cepat, ramah dan pokoknya luar biasa",5,positif
baguss bangett plss shopee awalnyaa belanjaa ditiktokk tp gara gara ketahuan umurr anak kecill jadi pindah keshopee yang lebih murah dehh☺️,5,positif
"makin kesini makin aneh aplikasinya. udh CO di batalin sistem dengan alasan pernah login beberapa device dalam 1 akun. sudah di perbaiki, sudah di 1 device 1 akun tapi masih tetap fasilitas voucher voucher tidak bisa digunakan karena record. udah sampe join shopee VIP tapi masih aja tetep di batal2in sistem COan ku. cape bgt pengaduan terus udh sebulan ini kayak gitu terus. kasih bintang 1 aja dulu, nanti kalo sistem shopee udh sembuh dan gak aneh lagi, aku akan update jadi bintang 5 lagi",1,negatif
Gak dibuka tiba² buka sendiri,1,negatif
barang nya murah2,5,positif
sangat membantu,5,positif
pokoknya ini aplikasi bagus banget,5,positif
sangat bagus.dan membantu kita dalam berbelanja..discount dan gratis nya juga banyak..terimakasih,5,positif
tidak mengecewakan,5,positif
belanja mudah,5,positif
layanan ok,5,positif
"Sangat Memuaskan Ketika Mncari Barang 2 Apapun Yg Mau Di Butuhkan, Pasti Akan Menemukan & Sangat 2 Membantu untuk Menyelesaikan Pekerjaan Di Segala Bidang 👍👍👍👍👍",5,positif
"Benar-benar Kapok Belanja Di Toko OnLine Ini.Ga Selektif Menjadi Pimpinan Pd Reseler Yg Curang.Saya Kecewa Dgn Pembatalan Pesanan Saya Secara Sepihak Dari Pihak Penjual.Saya Melakukan Pembelian Dgn Pembayaran Secara Kontan,Karena Alternatif COD Tdk Ada. Tp Setelah Pihak Penjual Membatalkan,Saya Malah Kesulitan Menarik Dana Yg Sdh Masuk Meski Sdh Punya Akun ShopeePay.Benar-benar Penjual Yg Ga Amanah. Buat Yg Lain,Jgn Melakukan Pembayaran Secara Kontan. Lebih Baik Cari Tk.Terpercaya Yg Lain Saja",1,negatif
mempermudah belanja,5,positif
"puas ,dari awal belanja online cum di Shopee",5,positif
mantapzzz,5,positif
memuaskan,5,positif
sangat puas dengan layanan shopee,5,positif
selalu menyenangkan,5,positif
"aplikasi paling caper, dimana mana ada iklan eluu ganggu tau gak!!? padahal udh ku instal berharap iklan elu hilang tapi tetep aja MANA KLO GUA MAU BACA WATTPAD TB"" PINDAH KE APK ELUU SHOPEE MUAKK TAUUU GAAA",1,negatif
bagus,5,positif
"ADMIN, SAYA PROTES TOLONG SAYA INGIN SHOOPEPAY YANG DI AMBIL DARI SHOOPE VIP SAYA DI KEMBALIKAN SAYA SUDAH MINTA TOLONG KE CUSTOMER SERVICE, TAPI MALAH DIKIRA INGIN MENGEMBALIKAN BARANG, KAN JADI GAK SESUAI SAYA PROTES SAYA KECEWA PADAHAL SAYA MAU BUAT BELI BARANG MALAH KE SEDOT GARA2 SHOOPEVIP",1,negatif
"aplikasi yg sangat, amat memudahkan tanpa, belanja, jauh"" tinggal di shopee semua jadi lebih mudah",5,positif
"Shopee sangatt bagus dan berbeda buat pesan pesan keperluan sehari"" atau aksesoris dll. semuanya ad di Shopee dan terjaminn jika pesanan yg dikirm salah bsah juga di kembalikan. yg penting surat dan pengajuan sesuai dan proses. pegambalian dananya juga cepat pokonya baguss deh",5,positif
ribet. bisa ga kalo TF/narik uang gausa pake KTP? untuk mahasiswa umur di bawah 16thn ini ribet bgt and bingung harus gmn. pinjem KTP ortu malah dirira untuk pinjol🥲🥲 tlong dong jgn pake KTP🥲.. giliran isi saldo g pake!!,1,negatif
the best,5,positif
oke,5,positif
"shopee tukang tipu, kirim transfer ke bank pake shope pay laporanya berhasil tapi duit gak masuk ke penerima atau balik lagi ke saya, bukti mutasi rek sampai dengan H+7 sudah diberikan sudah komplain juga sampe 4x gak ada hasil. APLIKASI MALING MEMALUKAN",1,negatif
sangat membantu keluaega saya,5,positif
Cari apapun ada ...harga bersahabat ongkir dapat potongan ...thx shopee ( ini ulasan th 23 ) 4 tahun berlangganan ke shopee saya sangat puas dg adanya aplikasi shopee sangat membantu untuk daerah luar pulau jawa . 04/26 tetap setia dg shopee apalagi sekarang ada program diskon ongkir berlangganan sangat membantu usaha kecil diluar p.jawa 17 mei 2026 cari spare part mobil motor sampai terasi udang semua ada komplit benar² sangat puas belanja di SHOPEE,5,positif
shopee emang Josjis,5,positif
mantap,5,positif
ok,5,positif
aplikasinya oke Alhamdulillah selama ini enggak ada hambatan,5,positif
"Pesanan ku dibatalkan sepihak oleh kurir Spx dan shopee tidak menindak lanjut sama sekali,layanan costumer sangat buruk",1,negatif
suka sekali aplikasi ini,5,positif
Aku beli apking ada diskon 99%,5,positif
baik,5,positif
aplikasi yg sangat membantu,5,positif
Berbelanja jadi mudah,5,positif
memyenangkan belanja online jadi happy,5,positif
pesanan pasti nyampai barang aman tidak rusak,5,positif
good recommended,5,positif
sofi ini cocok buat fesan e elektronik,5,positif
sangat memuaskan,5,positif
aplikasi gajelas tiap buka apk lain muncul mulu otomatis kebuka. very disturbing,1,negatif
memuaskan,5,positif
mantap sekali,5,positif
"Shopee Indonesia memang marketplace yang tak bisa ku berpaling dan lari darimu. Aku telah berusaha meninggalkanmu, ku hapus dan ku install lagi. Aku berusaha menghapus ratio hutang, tapi ternyata bukan salahmu tapi salahku sendiri. Ketika aku butuh barang yg memang butuh shopee lah jawabannya terintegrasi dengan logistics, pengembalian barang yg mudah. Sepanjang tdk mengotak atik spinjam walau angkanya lumayan besar aman, memanfaatkan spaylater utk voucher, habis pakai langsung bayar",5,positif
mantap,5,positif
"selalu inovatif. lebih baik lagi lebih selektif terhadap para penjual tentang kwalitas barang. supaya pelanggan shopee merasa dilindungi. akhir2 ini banyak penjual yg kwalitas barangnya buruk, tidak sesuai deskripsi yg mereka berikan.",5,positif
"sangat menyenangkan, bisa berbelanja di shope dan mendapat hadiah. koin, dll, siiiiiiiiiiiiiiiiiiiiip",5,positif
Bagus,5,positif
baguuussss,5,positif
adanya shopee membantu kita lebih cepat dan mudah berblanja,5,positif
murah komplit,5,positif
"selalu puas sama apk ini,jujur yg paling penting itu kita yang harus pintar""cari produk,sejauh ini akh puass bngett,makasii yachhh",5,positif
siip,5,positif
biasa saja,5,positif
tempat belanja online terbaik dan termurah!!!!,5,positif
spx kinerja buruk👎🏼,1,negatif
bagus amanah Kuril baik,5,positif
tebaik,5,positif
aplikasi sangat menolong ketika butuh sesuatu dan semua nya ada,4,positif
"Bagus👍🏻,cocok buat ibu rumah tangga kaya saya yg punya 7 anak,jadi gperlu keluar buat beli bahan rumah",5,positif
Baik,5,positif
e-commerce terbest.,5,positif
bagus dan sangat membantu,5,positif
Iklannya kenapa ganggu banget sih kepencet dikit langsung buka aplikasi whyy,1,negatif
unreasonable app,1,negatif
menyenangkan belanja di shopee,5,positif
shopee top,5,positif
fitur blokir akun pengguna lain malah hilang !,1,negatif
pelayanan sangat memuaskan,5,positif
SHOPEE DAN SHOPEE EXPRESS MEMANG MANTULL JAYA,5,positif
terdepan soal online,5,positif
mantap shopy,5,positif
saya menggunakan apk ini untuk pesan barang dan transaksi mudah dan bagus,5,positif
sangat membatu untuk melakukan pembelian,5,positif
mahal2 bjir,5,positif
good,5,positif
Mantappp,5,positif
"aplikasi jelek pengiriman terlalu lama , lambat pekeraan nya ga cocok di download , hapus aja aplikasi nya dari playstore",1,negatif
sangat memudahkan kami mengakses barang murah yang ada dijawa,5,positif
"Belanja online lengkap dan mudah,,",5,positif
mantaabbbbbbb. diskon ny lbh gde,5,positif
alhamdulillah ini barang bagus,5,positif
"mana ga dapet saldo gratis ,iklan doang",3,netral
belanja disini sangat mudah dan sangat membantu. shopee is the best.,5,positif
keren ga kacang kacangan,5,positif
terima kasih shopee..,5,positif
toko live produk tidak sesue dengan barang yang di jual,1,negatif
"aplikasi rusak, GK bisa menerima kode otp",4,positif
baik,5,positif
Aplikasi belanja yang mudah,5,positif
